Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,SD_EN,SD_PCODE
0.07731939540,0.00021894197,Hausawa Asibiti,NG036014007,Hausawa Asibiti,Hausawa,,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe South,NG03603
0.38140796130,0.00615863243,Hildi,NG002007005,Hildi,Hildi,,Hong,NG002007,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa Central,NG00201
0.52769964533,0.00828741652,Hizhibwala,NG008012004,Hizhibwala,Hizhi,,Hawul,NG008012,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno South,NG00803
0.66787368280,0.00993469375,Hong,NG002007006,Hong,Hong,,Hong,NG002007,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa Central,NG00201
0.87466650104,0.02396721562,Hoserezum,NG002007007,Hoserezum,Hushere Zum,,Hong,NG002007,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa Central,NG00201
0.68737874291,0.01816282316,Hoyo Chingowa,NG008020007,Hoyo Chingowa,Hoyo / Chin Gowa,,Magumeri,NG008020,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno North,NG00802
0.40590584527,0.00668884598,Humbutudi,NG002011002,Humbutudi,Humbutudi,,Maiha,NG002011,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa North,NG00202
0.30874985552,0.00346900785,Hyambula,NG002010004,Hyambula,Hyambula,,Madagali,NG002010,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa North,NG00202
0.33143396603,0.00520285556,Imburu,NG002016004,Imburu,Imburu,,Numan,NG002016,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa South,NG00203
0.63639629185,0.02171578402,Jaba,NG036009005,Jaba,Jaba,,Jakusko,NG036009,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
0.51136345933,0.00877586157,Jabullam,NG008001004,Jabullam,Jabullam,,Abadam,NG008001,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno North,NG00802
0.39171495560,0.00525793612,Jada 1,NG002008002,Jada 1,Jada I,,Jada,NG002008,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa South,NG00203
0.55688979462,0.01183854822,Jada 2,NG002008003,Jada 2,Jada II,,Jada,NG002008,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa South,NG00203
0.64600976705,0.01957209418,Jaggu,NG002003006,Jaggu,Jaggu,,Ganye,NG002003,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa South,NG00203
1.01743417194,0.04539758120,Jajere,NG036005007,Jajere,Jajere/Banellewa/Babbare,,Fune,NG036005,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe South,NG03603
0.47596215993,0.01101994076,Jajeri,NG036010005,Jajeri,Yajiri,,Karasuwa,NG036010,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
0.18855100216,0.00179055134,Jaji Maji,NG036010006,Jaji Maji,Jaji  Maji,,Karasuwa,NG036010,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
1.47227057479,0.06718275063,Jakana,NG008016004,Jakana,Jewu / Lamboa,,Konduga,NG008016,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno Central,NG00801
0.47927807069,0.01274039367,Jakusko,NG036009006,Jakusko,Jakusko,,Jakusko,NG036009,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
0.15855027812,0.00102448949,Jambutu,NG002020005,Jambutu,Jambutu,,Yola North,NG002020,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa Central,NG00201
1.00135684608,0.04562902263,Janga,NG036004005,Janga,Janga / Boza / Fa. Sawa / T. Nanai,,Fika,NG036004,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe South,NG03603
0.51239031103,0.01324978524,Jara-Dali,NG008004005,Jara-Dali,Jara Dali,,Bayo,NG008004,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno South,NG00803
0.46029178437,0.00999368305,Jara-Gol,NG008004006,Jara-Gol,Jara Gol,,Bayo,NG008004,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno South,NG00803
0.56197081503,0.01895296365,Jarawa,NG008015001,Jarawa,Jarawa/Sangaya,,Kala/Balge,NG008015,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno Central,NG00801
0.77599581401,0.01962051837,Jawa G Dole,NG036002006,Jawa G Dole,Garun Dole / Garin Alkali,,Bursari,NG036002,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe East,NG03601
0.99515098474,0.03401497105,Jawur Katamma,NG036009007,Jawur Katamma,Jawur/Katamma,,Jakusko,NG036009,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
1.04447902762,0.03063147653,Jebuwa,NG036017004,Jebuwa,Jebuwa,,Yusufari,NG036017,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
0.42292173241,0.00921759929,Jera Bakari,NG002005006,Jera Bakari,Jera Bakari,,Girei,NG002005,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa Central,NG00201
0.38498007242,0.00819196742,Jera Bonyo,NG002005007,Jera Bonyo,Jera Bonyo,,Girei,NG002005,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa Central,NG00201
0.85949501135,0.01519025078,Jereng,NG002012008,Jereng,Nassarawo Jereng,,Mayo-Belwa,NG002012,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa South,NG00203
0.31969453292,0.00371899897,Jigalambu,NG002013004,Jigalambu,Jigalambu,,Michika,NG002013,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa North,NG00202
0.33764988774,0.00609394045,Jigalta,NG008026006,Jigalta,Jigalta,,Nganzai,NG008026,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno North,NG00802
0.59444100476,0.01197211091,Jilbe,NG008015002,Jilbe,"Jilbe  ""A""",,Kala/Balge,NG008015,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno Central,NG00801
0.87403375886,0.02200272869,Jororo,NG036006009,Jororo,Shame Kura / Dilawa,,Geidam,NG036006,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe East,NG03601
0.48039408111,0.01066798086,Juluri Damnawa,NG036002007,Juluri Damnawa,Damnawa/Juluri,,Bursari,NG036002,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe East,NG03601
0.52073359833,0.01389952567,Jumbam,NG036015004,Jumbam,Jumbam,,Tarmua,NG036015,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe East,NG03601
0.46348062418,0.01053699854,Jumbul,NG002017005,Jumbul,Jumbul,,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,2017/03/31,2019/04/17,,Adamawa South,NG00203
0.73302079834,0.01242600537,K Kaudi,NG008015003,K Kaudi,"Jilbe ""B""/Koma Kaudi",,Kala/Balge,NG008015,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno Central,NG00801
0.42630235506,0.00702929322,K Kumaga,NG008015005,K Kumaga,Kumaga,,Kala/Balge,NG008015,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno Central,NG00801
0.50637878854,0.01374854986,Kabulawa,NG008022005,Kabulawa,Kabulawa,,Marte,NG008022,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno North,NG00802
0.77770624047,0.03660645456,Kafa Mafi,NG008007007,Kafa Mafi,Kafa / Mafi,,Damboa,NG008007,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno South,NG00803
0.80945884600,0.03002288482,Kafiya,NG036016005,Kafiya,Wadi/Kafiya,,Yunusari,NG036016,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe East,NG03601
0.57099991619,0.01649620078,Kaguram,NG008024002,Kaguram,Kaguram,,Monguno,NG008024,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno North,NG00802
0.92803003015,0.04601012215,Kala,NG008015004,Kala,Kala,,Kala/Balge,NG008015,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno Central,NG00801
1.44583830076,0.06790705084,Kalallawa Gabai,NG036003005,Kalallawa Gabai,Kalallawa/Gabai,,Damaturu,NG036003,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe South,NG03603
0.82113454183,0.03626662131,Kaliyari,NG036002008,Kaliyari,Kaliyari,,Bursari,NG036002,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe East,NG03601
2.27684102862,0.11203768421,Kalizoram,NG008020008,Kalizoram,Kalizoram / Banoram,,Magumeri,NG008020,Borno,NG008,Nigeria,NG,2017/03/31,2019/04/17,,Borno North,NG00802
0.10951322119,0.00043375268,Kanuri,NG036013007,Kanuri,Kanuri,,Nguru,NG036013,Yobe,NG036,Nigeria,NG,2017/03/31,2019/04/17,,Yobe North,NG03602
